,Beer_Name,Beer_ID,Brew_ID,ABV,IBU,Style,Ounces,Brewery_Name,City,State
885,Salamander Slam,2254,181,0.07,73,American IPA,16,Frog Level Brewing Company,Waynesville, NC
886,Cack-A-Lacky,1658,348,0.05,45,American Pale Ale (APA),12,Fullsteam Brewery,Durham, NC
887,No Wake IPA,2077,229,0.072,50,American IPA,12,Geneva Lake Brewing Company,Lake Geneva, WI
888,Boathouse Blonde,2076,229,0.049,15,American Blonde Ale,12,Geneva Lake Brewing Company,Lake Geneva, WI
889,Cedar Point,2075,229,0.05,26,American Amber / Red Ale,12,Geneva Lake Brewing Company,Lake Geneva, WI
890,Clean Shave IPA,2426,107,0.067,70,American IPA,12,Glabrous Brewing Company,Pineland, ME
891,Might As Well IPL,2045,241,0.072,75,American Pale Lager,16,Golden Road Brewing,Los Angeles, CA
892,Saison Pamplemousse,1960,241,0.058,35,Saison / Farmhouse Ale,12,Golden Road Brewing,Los Angeles, CA
893,2020 IPA,1777,241,0.074,74,American IPA,16,Golden Road Brewing,Los Angeles, CA
894,Wolf Among Weeds IPA,1698,241,0.08,70,American IPA,16,Golden Road Brewing,Los Angeles, CA
895,Better Weather IPA,1641,241,0.094,92,American IPA,16,Golden Road Brewing,Los Angeles, CA
896,Point the Way IPA,1490,241,0.059,60,American IPA,16,Golden Road Brewing,Los Angeles, CA
897,Golden Road Hefeweizen,1489,241,0.046,15,Hefeweizen,16,Golden Road Brewing,Los Angeles, CA
898,Heal the Bay IPA,1399,241,0.068,65,American IPA,16,Golden Road Brewing,Los Angeles, CA
899,Point the Way IPA,1296,241,0.059,60,American IPA,12,Golden Road Brewing,Los Angeles, CA
900,Cabrillo Kölsch,1034,241,0.05,31,Kölsch,16,Golden Road Brewing,Los Angeles, CA
901,Get Up Offa That Brown,991,241,0.055,20,American Brown Ale,16,Golden Road Brewing,Los Angeles, CA
902,Burning Bush Smoked IPA,750,241,0.08,70,American IPA,16,Golden Road Brewing,Los Angeles, CA
903,Wolf Among Weeds IPA (2012),749,241,0.08,70,American IPA,16,Golden Road Brewing,Los Angeles, CA
904,Point the Way IPA (2012),549,241,0.059,60,American IPA,16,Golden Road Brewing,Los Angeles, CA
905,Golden Road Hefeweizen (2012),548,241,0.046,15,Hefeweizen,16,Golden Road Brewing,Los Angeles, CA
906,Vanilla Porter,2587,40,0.07,11,American Porter,16,Gonzo's BiggDogg Brewing,Kalamazoo, MI
907,Descender IPA,1109,465,0.07,70,American IPA,12,Good Life Brewing Company,Bend, OR
908,Sweet As Pacific Ale,1108,465,0.06,18,American Pale Wheat Ale,12,Good Life Brewing Company,Bend, OR
909,Good People Pale Ale,1000,479,0.056,36,American Pale Ale (APA),12,Good People Brewing Company,Birmingham, AL
910,Snake Handler Double IPA,312,479,0.093,103,American Double / Imperial IPA,12,Good People Brewing Company,Birmingham, AL
911,Coffee Oatmeal Stout,311,479,0.06,54,Oatmeal Stout,12,Good People Brewing Company,Birmingham, AL
912,Good People IPA,309,479,0.06,64,American IPA,12,Good People Brewing Company,Birmingham, AL
913,Good People American Brown Ale,308,479,0.058,36,American Brown Ale,12,Good People Brewing Company,Birmingham, AL
914,Mountain Rescue Pale Ale,2205,195,0.055,40,American Pale Ale (APA),12,Goodlife Brewing Co.,Bend, OR
915,Goose Island India Pale Ale,2198,197,0.059,55,American IPA,12,Goose Island Brewery Company,Chicago, IL
916,312 Urban Pale Ale,2457,89,0.054,30,American Pale Ale (APA),16,Goose Island Brewing Company,Chicago, IL
917,312 Urban Pale Ale,2202,89,0.054,30,American Pale Ale (APA),12,Goose Island Brewing Company,Chicago, IL
918,312 Urban Wheat Ale,2201,89,0.042,18,American Pale Wheat Ale,16,Goose Island Brewing Company,Chicago, IL
919,312 Urban Wheat Ale,1829,89,0.042,18,American Pale Wheat Ale,12,Goose Island Brewing Company,Chicago, IL
920,312 Urban Wheat Ale (2012),581,89,0.042,20,American Pale Wheat Ale,12,Goose Island Brewing Company,Chicago, IL
921,Beaver Logger,1383,421,0.052,19,American Pale Lager,12,Gore Range Brewery,Edwards, CO
922,White Water Wheat,477,537,0.05,20,American Pale Wheat Ale,12,Grand Canyon Brewing Company,Williams, AZ
923,Grand Canyon American Pilsner,476,537,0.052,22,American Pilsner,12,Grand Canyon Brewing Company,Williams, AZ
924,Grand Canyon Sunset Amber Ale,143,537,0.054,45,American Amber / Red Ale,12,Grand Canyon Brewing Company,Williams, AZ
925,Black Iron India Pale Ale,142,537,0.062,40,American IPA,12,Grand Canyon Brewing Company,Williams, AZ
926,Monarch Classic American Wheat,2129,214,0.043,21,American Pale Wheat Ale,12,Grapevine Craft Brewery,Farmers Branch, TX
927,Sir William's English Brown Ale,2127,214,0.049,21,English Brown Ale,12,Grapevine Craft Brewery,Farmers Branch, TX
928,Lakefire Rye Pale Ale,2126,214,0.055,35,American Pale Ale (APA),12,Grapevine Craft Brewery,Farmers Branch, TX
929,Beer Agent Re-Ignition,2303,166,0.053,22,American Blonde Ale,16,Great Crescent Brewery,Aurora, IN
930,Cherry Ale,1990,166,0.057,18,Fruit / Vegetable Beer,16,Great Crescent Brewery,Aurora, IN
931,Bourbon Barrel Aged Coconut Porter,1702,166,0.056,33,American Porter,16,Great Crescent Brewery,Aurora, IN
